"PSP","sample_id","trial_id","files","sample_type","rationale","sample_date","files.1","report_date","amplicon","reads_aligned","percent_aligned","average_coverage","percent50x_coverage","number_mutations","predicted_variant","error","command_sam","command_bam","command_filt1","command_qual","command_sort","command_index","command_pileup1","command_pileup2","command_var1","command_var2","command_consensus","version_bwa","version_samtools","version_bcftools","version_bbmap"
"PSP0107","1-T17_NT_S61",NA,"1-T17_NT_S61_RX_001.fastq.gz","T17","pilot","2024-08-07",NA,"09/19/2024","T17",6294,0,NA,0,NA,NA,"|no consensus made - too low coverage|","bwa mem -M T17.fasta 00_Raw-Data/1-T17_NT_S61_R1_001.fastq.gz 00_Raw-Data/1-T17_NT_S61_R2_001.fastq.gz >  ./temp_Sam-Files/1-T17_NT_S61_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T17_NT_S61_genome.sam > ./01_Bam-Files/1-T17_NT_S61_genome.bam","samtools view -h ./01_Bam-Files/1-T17_NT_S61_genome.bam > ./01_Bam-Files/1-T17_NT_S61_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T17_NT_S61_genome.filt.bam > ./01_Bam-Files/1-T17_NT_S61_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T17_NT_S61_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T17_NT_S61_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T17_NT_S61_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T17_NT_S61_genome.filt.qual.sorted.bam ref=T17.fasta out=./02_Variant-Calling/1-T17_NT_S61_covstats.txt basecov=./02_Variant-Calling/1-T17_NT_S61_basecov.txt countgc=f overwrite=t 2> PSP0107.txt","samtools mpileup ./01_Bam-Files/1-T17_NT_S61_genome.filt.qual.sorted.bam -f ./T17.fasta > ./02_Variant-Calling/1-T17_NT_S61_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T17_NT_S61_genome.filt.qual.sorted.bam ref=T17.fasta out=./02_Variant-Calling/1-T17_NT_S61_allVariants.vcf shist=./02_Variant-Calling/1-T17_NT_S61_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0083","1-T14_3M_S39",NA,"1-T14_3M_S39_RX_001.fastq.gz","T14","pilot","2024-08-07",NA,"09/19/2024","T14",95612,0,NA,5421700,NA,NA,"","bwa mem -M T14.fasta 00_Raw-Data/1-T14_3M_S39_R1_001.fastq.gz 00_Raw-Data/1-T14_3M_S39_R2_001.fastq.gz >  ./temp_Sam-Files/1-T14_3M_S39_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T14_3M_S39_genome.sam > ./01_Bam-Files/1-T14_3M_S39_genome.bam","samtools view -h ./01_Bam-Files/1-T14_3M_S39_genome.bam > ./01_Bam-Files/1-T14_3M_S39_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T14_3M_S39_genome.filt.bam > ./01_Bam-Files/1-T14_3M_S39_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T14_3M_S39_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T14_3M_S39_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T14_3M_S39_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T14_3M_S39_genome.filt.qual.sorted.bam ref=T14.fasta out=./02_Variant-Calling/1-T14_3M_S39_covstats.txt basecov=./02_Variant-Calling/1-T14_3M_S39_basecov.txt countgc=f overwrite=t 2> PSP0083.txt","samtools mpileup ./01_Bam-Files/1-T14_3M_S39_genome.filt.qual.sorted.bam -f ./T14.fasta > ./02_Variant-Calling/1-T14_3M_S39_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T14_3M_S39_genome.filt.qual.sorted.bam ref=T14.fasta out=./02_Variant-Calling/1-T14_3M_S39_allVariants.vcf shist=./02_Variant-Calling/1-T14_3M_S39_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0066","1-T12_0_12H_S28",NA,"1-T12_0_12H_S28_RX_001.fastq.gz","T12","pilot","2024-08-07",NA,"09/19/2024","T12",110922,0,NA,150500,NA,NA,"","bwa mem -M T12.fasta 00_Raw-Data/1-T12_0_12H_S28_R1_001.fastq.gz 00_Raw-Data/1-T12_0_12H_S28_R2_001.fastq.gz >  ./temp_Sam-Files/1-T12_0_12H_S28_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T12_0_12H_S28_genome.sam > ./01_Bam-Files/1-T12_0_12H_S28_genome.bam","samtools view -h ./01_Bam-Files/1-T12_0_12H_S28_genome.bam > ./01_Bam-Files/1-T12_0_12H_S28_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T12_0_12H_S28_genome.filt.bam > ./01_Bam-Files/1-T12_0_12H_S28_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T12_0_12H_S28_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T12_0_12H_S28_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T12_0_12H_S28_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T12_0_12H_S28_genome.filt.qual.sorted.bam ref=T12.fasta out=./02_Variant-Calling/1-T12_0_12H_S28_covstats.txt basecov=./02_Variant-Calling/1-T12_0_12H_S28_basecov.txt countgc=f overwrite=t 2> PSP0066.txt","samtools mpileup ./01_Bam-Files/1-T12_0_12H_S28_genome.filt.qual.sorted.bam -f ./T12.fasta > ./02_Variant-Calling/1-T12_0_12H_S28_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T12_0_12H_S28_genome.filt.qual.sorted.bam ref=T12.fasta out=./02_Variant-Calling/1-T12_0_12H_S28_allVariants.vcf shist=./02_Variant-Calling/1-T12_0_12H_S28_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0061","1-T11_0_3M_S16",NA,"1-T11_0_3M_S16_RX_001.fastq.gz","T11","pilot","2024-08-07",NA,"09/19/2024","T11",203990,0,NA,1108000,NA,NA,"","bwa mem -M T11.fasta 00_Raw-Data/1-T11_0_3M_S16_R1_001.fastq.gz 00_Raw-Data/1-T11_0_3M_S16_R2_001.fastq.gz >  ./temp_Sam-Files/1-T11_0_3M_S16_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T11_0_3M_S16_genome.sam > ./01_Bam-Files/1-T11_0_3M_S16_genome.bam","samtools view -h ./01_Bam-Files/1-T11_0_3M_S16_genome.bam > ./01_Bam-Files/1-T11_0_3M_S16_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T11_0_3M_S16_genome.filt.bam > ./01_Bam-Files/1-T11_0_3M_S16_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T11_0_3M_S16_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T11_0_3M_S16_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T11_0_3M_S16_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T11_0_3M_S16_genome.filt.qual.sorted.bam ref=T11.fasta out=./02_Variant-Calling/1-T11_0_3M_S16_covstats.txt basecov=./02_Variant-Calling/1-T11_0_3M_S16_basecov.txt countgc=f overwrite=t 2> PSP0061.txt","samtools mpileup ./01_Bam-Files/1-T11_0_3M_S16_genome.filt.qual.sorted.bam -f ./T11.fasta > ./02_Variant-Calling/1-T11_0_3M_S16_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T11_0_3M_S16_genome.filt.qual.sorted.bam ref=T11.fasta out=./02_Variant-Calling/1-T11_0_3M_S16_allVariants.vcf shist=./02_Variant-Calling/1-T11_0_3M_S16_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0090","1-T15_0_3M_S46",NA,"1-T15_0_3M_S46_RX_001.fastq.gz","T15","pilot","2024-08-07",NA,"09/19/2024","T15",55054,0,NA,1970400,NA,NA,"","bwa mem -M T15.fasta 00_Raw-Data/1-T15_0_3M_S46_R1_001.fastq.gz 00_Raw-Data/1-T15_0_3M_S46_R2_001.fastq.gz >  ./temp_Sam-Files/1-T15_0_3M_S46_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T15_0_3M_S46_genome.sam > ./01_Bam-Files/1-T15_0_3M_S46_genome.bam","samtools view -h ./01_Bam-Files/1-T15_0_3M_S46_genome.bam > ./01_Bam-Files/1-T15_0_3M_S46_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T15_0_3M_S46_genome.filt.bam > ./01_Bam-Files/1-T15_0_3M_S46_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T15_0_3M_S46_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T15_0_3M_S46_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T15_0_3M_S46_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T15_0_3M_S46_genome.filt.qual.sorted.bam ref=T15.fasta out=./02_Variant-Calling/1-T15_0_3M_S46_covstats.txt basecov=./02_Variant-Calling/1-T15_0_3M_S46_basecov.txt countgc=f overwrite=t 2> PSP0090.txt","samtools mpileup ./01_Bam-Files/1-T15_0_3M_S46_genome.filt.qual.sorted.bam -f ./T15.fasta > ./02_Variant-Calling/1-T15_0_3M_S46_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T15_0_3M_S46_genome.filt.qual.sorted.bam ref=T15.fasta out=./02_Variant-Calling/1-T15_0_3M_S46_allVariants.vcf shist=./02_Variant-Calling/1-T15_0_3M_S46_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0068","1-T12_3M_S25",NA,"1-T12_3M_S25_RX_001.fastq.gz","T12","pilot","2024-08-07",NA,"09/19/2024","T12",21822,0,NA,3800,NA,NA,"","bwa mem -M T12.fasta 00_Raw-Data/1-T12_3M_S25_R1_001.fastq.gz 00_Raw-Data/1-T12_3M_S25_R2_001.fastq.gz >  ./temp_Sam-Files/1-T12_3M_S25_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T12_3M_S25_genome.sam > ./01_Bam-Files/1-T12_3M_S25_genome.bam","samtools view -h ./01_Bam-Files/1-T12_3M_S25_genome.bam > ./01_Bam-Files/1-T12_3M_S25_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T12_3M_S25_genome.filt.bam > ./01_Bam-Files/1-T12_3M_S25_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T12_3M_S25_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T12_3M_S25_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T12_3M_S25_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T12_3M_S25_genome.filt.qual.sorted.bam ref=T12.fasta out=./02_Variant-Calling/1-T12_3M_S25_covstats.txt basecov=./02_Variant-Calling/1-T12_3M_S25_basecov.txt countgc=f overwrite=t 2> PSP0068.txt","samtools mpileup ./01_Bam-Files/1-T12_3M_S25_genome.filt.qual.sorted.bam -f ./T12.fasta > ./02_Variant-Calling/1-T12_3M_S25_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T12_3M_S25_genome.filt.qual.sorted.bam ref=T12.fasta out=./02_Variant-Calling/1-T12_3M_S25_allVariants.vcf shist=./02_Variant-Calling/1-T12_3M_S25_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0075","1-T13_0_3M_S31",NA,"1-T13_0_3M_S31_RX_001.fastq.gz","T13","pilot","2024-08-07",NA,"09/19/2024","T13",8216,0,NA,0,NA,NA,"|no consensus made - too low coverage|","bwa mem -M T13.fasta 00_Raw-Data/1-T13_0_3M_S31_R1_001.fastq.gz 00_Raw-Data/1-T13_0_3M_S31_R2_001.fastq.gz >  ./temp_Sam-Files/1-T13_0_3M_S31_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T13_0_3M_S31_genome.sam > ./01_Bam-Files/1-T13_0_3M_S31_genome.bam","samtools view -h ./01_Bam-Files/1-T13_0_3M_S31_genome.bam > ./01_Bam-Files/1-T13_0_3M_S31_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T13_0_3M_S31_genome.filt.bam > ./01_Bam-Files/1-T13_0_3M_S31_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T13_0_3M_S31_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T13_0_3M_S31_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T13_0_3M_S31_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T13_0_3M_S31_genome.filt.qual.sorted.bam ref=T13.fasta out=./02_Variant-Calling/1-T13_0_3M_S31_covstats.txt basecov=./02_Variant-Calling/1-T13_0_3M_S31_basecov.txt countgc=f overwrite=t 2> PSP0075.txt","samtools mpileup ./01_Bam-Files/1-T13_0_3M_S31_genome.filt.qual.sorted.bam -f ./T13.fasta > ./02_Variant-Calling/1-T13_0_3M_S31_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T13_0_3M_S31_genome.filt.qual.sorted.bam ref=T13.fasta out=./02_Variant-Calling/1-T13_0_3M_S31_allVariants.vcf shist=./02_Variant-Calling/1-T13_0_3M_S31_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0082","1-T14_0_3M_S38",NA,"1-T14_0_3M_S38_RX_001.fastq.gz","T14","pilot","2024-08-07",NA,"09/19/2024","T14",9146,0,NA,0,NA,NA,"|no consensus made - too low coverage|","bwa mem -M T14.fasta 00_Raw-Data/1-T14_0_3M_S38_R1_001.fastq.gz 00_Raw-Data/1-T14_0_3M_S38_R2_001.fastq.gz >  ./temp_Sam-Files/1-T14_0_3M_S38_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T14_0_3M_S38_genome.sam > ./01_Bam-Files/1-T14_0_3M_S38_genome.bam","samtools view -h ./01_Bam-Files/1-T14_0_3M_S38_genome.bam > ./01_Bam-Files/1-T14_0_3M_S38_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T14_0_3M_S38_genome.filt.bam > ./01_Bam-Files/1-T14_0_3M_S38_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T14_0_3M_S38_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T14_0_3M_S38_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T14_0_3M_S38_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T14_0_3M_S38_genome.filt.qual.sorted.bam ref=T14.fasta out=./02_Variant-Calling/1-T14_0_3M_S38_covstats.txt basecov=./02_Variant-Calling/1-T14_0_3M_S38_basecov.txt countgc=f overwrite=t 2> PSP0082.txt","samtools mpileup ./01_Bam-Files/1-T14_0_3M_S38_genome.filt.qual.sorted.bam -f ./T14.fasta > ./02_Variant-Calling/1-T14_0_3M_S38_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T14_0_3M_S38_genome.filt.qual.sorted.bam ref=T14.fasta out=./02_Variant-Calling/1-T14_0_3M_S38_allVariants.vcf shist=./02_Variant-Calling/1-T14_0_3M_S38_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0089","1-T15_0_3H_S51",NA,"1-T15_0_3H_S51_RX_001.fastq.gz","T15","pilot","2024-08-07",NA,"09/19/2024","T15",10834,0,NA,0,NA,NA,"|no consensus made - too low coverage|","bwa mem -M T15.fasta 00_Raw-Data/1-T15_0_3H_S51_R1_001.fastq.gz 00_Raw-Data/1-T15_0_3H_S51_R2_001.fastq.gz >  ./temp_Sam-Files/1-T15_0_3H_S51_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T15_0_3H_S51_genome.sam > ./01_Bam-Files/1-T15_0_3H_S51_genome.bam","samtools view -h ./01_Bam-Files/1-T15_0_3H_S51_genome.bam > ./01_Bam-Files/1-T15_0_3H_S51_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T15_0_3H_S51_genome.filt.bam > ./01_Bam-Files/1-T15_0_3H_S51_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T15_0_3H_S51_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T15_0_3H_S51_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T15_0_3H_S51_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T15_0_3H_S51_genome.filt.qual.sorted.bam ref=T15.fasta out=./02_Variant-Calling/1-T15_0_3H_S51_covstats.txt basecov=./02_Variant-Calling/1-T15_0_3H_S51_basecov.txt countgc=f overwrite=t 2> PSP0089.txt","samtools mpileup ./01_Bam-Files/1-T15_0_3H_S51_genome.filt.qual.sorted.bam -f ./T15.fasta > ./02_Variant-Calling/1-T15_0_3H_S51_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T15_0_3H_S51_genome.filt.qual.sorted.bam ref=T15.fasta out=./02_Variant-Calling/1-T15_0_3H_S51_allVariants.vcf shist=./02_Variant-Calling/1-T15_0_3H_S51_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0096","1-T16_0_3M_S54",NA,"1-T16_0_3M_S54_RX_001.fastq.gz","T16","pilot","2024-08-07",NA,"09/19/2024","T16",10142,0,NA,0,NA,NA,"|no consensus made - too low coverage|","bwa mem -M T16.fasta 00_Raw-Data/1-T16_0_3M_S54_R1_001.fastq.gz 00_Raw-Data/1-T16_0_3M_S54_R2_001.fastq.gz >  ./temp_Sam-Files/1-T16_0_3M_S54_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T16_0_3M_S54_genome.sam > ./01_Bam-Files/1-T16_0_3M_S54_genome.bam","samtools view -h ./01_Bam-Files/1-T16_0_3M_S54_genome.bam > ./01_Bam-Files/1-T16_0_3M_S54_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T16_0_3M_S54_genome.filt.bam > ./01_Bam-Files/1-T16_0_3M_S54_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T16_0_3M_S54_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T16_0_3M_S54_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T16_0_3M_S54_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T16_0_3M_S54_genome.filt.qual.sorted.bam ref=T16.fasta out=./02_Variant-Calling/1-T16_0_3M_S54_covstats.txt basecov=./02_Variant-Calling/1-T16_0_3M_S54_basecov.txt countgc=f overwrite=t 2> PSP0096.txt","samtools mpileup ./01_Bam-Files/1-T16_0_3M_S54_genome.filt.qual.sorted.bam -f ./T16.fasta > ./02_Variant-Calling/1-T16_0_3M_S54_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T16_0_3M_S54_genome.filt.qual.sorted.bam ref=T16.fasta out=./02_Variant-Calling/1-T16_0_3M_S54_allVariants.vcf shist=./02_Variant-Calling/1-T16_0_3M_S54_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0103","1-T17_0_3M_S62",NA,"1-T17_0_3M_S62_RX_001.fastq.gz","T17","pilot","2024-08-07",NA,"09/19/2024","T17",5090,0,NA,0,NA,NA,"|no consensus made - too low coverage|","bwa mem -M T17.fasta 00_Raw-Data/1-T17_0_3M_S62_R1_001.fastq.gz 00_Raw-Data/1-T17_0_3M_S62_R2_001.fastq.gz >  ./temp_Sam-Files/1-T17_0_3M_S62_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T17_0_3M_S62_genome.sam > ./01_Bam-Files/1-T17_0_3M_S62_genome.bam","samtools view -h ./01_Bam-Files/1-T17_0_3M_S62_genome.bam > ./01_Bam-Files/1-T17_0_3M_S62_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T17_0_3M_S62_genome.filt.bam > ./01_Bam-Files/1-T17_0_3M_S62_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T17_0_3M_S62_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T17_0_3M_S62_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T17_0_3M_S62_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T17_0_3M_S62_genome.filt.qual.sorted.bam ref=T17.fasta out=./02_Variant-Calling/1-T17_0_3M_S62_covstats.txt basecov=./02_Variant-Calling/1-T17_0_3M_S62_basecov.txt countgc=f overwrite=t 2> PSP0103.txt","samtools mpileup ./01_Bam-Files/1-T17_0_3M_S62_genome.filt.qual.sorted.bam -f ./T17.fasta > ./02_Variant-Calling/1-T17_0_3M_S62_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T17_0_3M_S62_genome.filt.qual.sorted.bam ref=T17.fasta out=./02_Variant-Calling/1-T17_0_3M_S62_allVariants.vcf shist=./02_Variant-Calling/1-T17_0_3M_S62_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0110","1-T18_0_25DCA_S76",NA,"1-T18_0_25DCA_S76_RX_001.fastq.gz","T18","pilot","2024-08-07",NA,"09/19/2024","T18",61362,0,NA,1831100,NA,NA,"","bwa mem -M T18.fasta 00_Raw-Data/1-T18_0_25DCA_S76_R1_001.fastq.gz 00_Raw-Data/1-T18_0_25DCA_S76_R2_001.fastq.gz >  ./temp_Sam-Files/1-T18_0_25DCA_S76_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T18_0_25DCA_S76_genome.sam > ./01_Bam-Files/1-T18_0_25DCA_S76_genome.bam","samtools view -h ./01_Bam-Files/1-T18_0_25DCA_S76_genome.bam > ./01_Bam-Files/1-T18_0_25DCA_S76_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T18_0_25DCA_S76_genome.filt.bam > ./01_Bam-Files/1-T18_0_25DCA_S76_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T18_0_25DCA_S76_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T18_0_25DCA_S76_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T18_0_25DCA_S76_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T18_0_25DCA_S76_genome.filt.qual.sorted.bam ref=T18.fasta out=./02_Variant-Calling/1-T18_0_25DCA_S76_covstats.txt basecov=./02_Variant-Calling/1-T18_0_25DCA_S76_basecov.txt countgc=f overwrite=t 2> PSP0110.txt","samtools mpileup ./01_Bam-Files/1-T18_0_25DCA_S76_genome.filt.qual.sorted.bam -f ./T18.fasta > ./02_Variant-Calling/1-T18_0_25DCA_S76_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T18_0_25DCA_S76_genome.filt.qual.sorted.bam ref=T18.fasta out=./02_Variant-Calling/1-T18_0_25DCA_S76_allVariants.vcf shist=./02_Variant-Calling/1-T18_0_25DCA_S76_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
"PSP0114","1-T18_3M_S71",NA,"1-T18_3M_S71_RX_001.fastq.gz","T18","pilot","2024-08-07",NA,"09/19/2024","T18",2964252,0,NA,2380500,NA,NA,"","bwa mem -M T18.fasta 00_Raw-Data/1-T18_3M_S71_R1_001.fastq.gz 00_Raw-Data/1-T18_3M_S71_R2_001.fastq.gz >  ./temp_Sam-Files/1-T18_3M_S71_genome.sam","samtools view -S -b -h ./temp_Sam-Files/1-T18_3M_S71_genome.sam > ./01_Bam-Files/1-T18_3M_S71_genome.bam","samtools view -h ./01_Bam-Files/1-T18_3M_S71_genome.bam > ./01_Bam-Files/1-T18_3M_S71_genome.filt.bam","samtools view -h -q 30 -b ./01_Bam-Files/1-T18_3M_S71_genome.filt.bam > ./01_Bam-Files/1-T18_3M_S71_genome.filt.qual.bam","samtools sort -o ./01_Bam-Files/1-T18_3M_S71_genome.filt.qual.sorted.bam ./01_Bam-Files/1-T18_3M_S71_genome.filt.qual.bam","samtools index ./01_Bam-Files/1-T18_3M_S71_genome.filt.qual.sorted.bam","./Bin/bbmap/pileup.sh in=./01_Bam-Files/1-T18_3M_S71_genome.filt.qual.sorted.bam ref=T18.fasta out=./02_Variant-Calling/1-T18_3M_S71_covstats.txt basecov=./02_Variant-Calling/1-T18_3M_S71_basecov.txt countgc=f overwrite=t 2> PSP0114.txt","samtools mpileup ./01_Bam-Files/1-T18_3M_S71_genome.filt.qual.sorted.bam -f ./T18.fasta > ./02_Variant-Calling/1-T18_3M_S71_pileup.tsv","./Bin/bbmap/callvariants.sh in=./01_Bam-Files/1-T18_3M_S71_genome.filt.qual.sorted.bam ref=T18.fasta out=./02_Variant-Calling/1-T18_3M_S71_allVariants.vcf shist=./02_Variant-Calling/1-T18_3M_S71_variantQualityHisto.txt rarity=0 overwrite=t clearfilters","","","0.7.17-r1188","1.13 (using htslib 1.13+ds)","1.13 (using htslib 1.13+ds)","BBTools version 39.08"
